#,Hall.,H. Type,Unnamed: 3,L0,L0_ii,L0_iii,L0_iv,L1,L2,Q0,Q0_ii,Q0_iii,Q0_iv,Q1,Q2,M0,M0_ii,M0_iii,M0_iv,M1,M2,G0,G0_ii,G0_iii,G0_iv,G1,G2,Unnamed: 28,L0.1,L0_ii.1,L0_iii.1,L0_iv.1,L1.1,L2.1,Q0.1,Q0_ii.1,Q0_iii.1,Q0_iv.1,Q1.1,Q2.1,M0.1,M0_ii.1,M0_iii.1,M0_iv.1,M1.1,M2.1,G0.1,G0_ii.1,G0_iii.1,G0_iv.1,G1.1,G2.1,Unnamed: 53,L0.2,L0_ii.2,L0_iii.2,L0_iv.2,L1.2,L2.2,Q0.2,Q0_ii.2,Q0_iii.2,Q0_iv.2,Q1.2,Q2.2,M0.2,M0_ii.2,M0_iii.2,M0_iv.2,M1.2,M2.2,G0.2,G0_ii.2,G0_iii.2,G0_iv.2,G1.2,G2.2,Unnamed: 78,L0.3,L0_ii.3,L0_iii.3,L0_iv.3,L1.3,L2.3,Q0.3,Q0_ii.3,Q0_iii.3,Q0_iv.3,Q1.3,Q2.3,M0.3,M0_ii.3,M0_iii.3,M0_iv.3,M1.3,M2.3,G0.3,G0_ii.3,G0_iii.3,G0_iv.3,G1.3,G2.3,Unnamed: 103,Support,Prec. Macro,Prec. Macro Balanced,Prec. Micro A,Prec. Micro B,Optimal numeric,E1_score,E2_score,E3_score,E4_score,E5_score,E6_score,Rank,is_hall,is_real,k,cum_covered,cum_hall
G1.10.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,108,57,51
G1.5.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,109,57,52
G1.3.4,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,110,57,53
G1.10.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,111,57,54
G1.4.3,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,112,57,55
G1.4.2,Yes,Contextual misfit,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,113,57,56
L0.5.4; L0_iv.5.3,Yes,Responsibility leakage,,X,,,X,,,,,,,,,,,,,,,,,,,,,,"0,89",,,"0,89",,,,,,,,,,,,,,,,,,,,,,"0,89",,,"0,89",,,,,,,,,,,,,,,,,,,,,,"0,78",,,"0,78",,,,,,,,,,,,,,,,,,,,,,2,"1,77","0,443","1,77","1,55","0,148330",1.77,2,0.443,1.77,1.55,0.14833,58,True,False,114,57,57
GS.7.4,No,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,"0,89",,,"0,89",,,,,,,,,,,,,,,,,,,,,,"0,89",,,"0,89",,,,,,,,,,,,,,,,,,,,,,"0,78",,,"0,78",,,,,,,,,,,,,,,,,,,,,,2,"1,77","0,443","1,77","1,55","0,148330",1.77,2,0.443,1.77,1.55,0.14833,58,False,True,115,58,57
L0_ii.2.1; L0_iii.2.2,Yes,Scope misalignment,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,89","0,89",,,,,,,,,,,,,,,,,,,,,,,,"0,89","0,89",,,,,,,,,,,,,,,,,,,,,,,,"0,78","0,78",,,,,,,,,,,,,,,,,,,,,,,2,"1,77","0,443","1,77","1,55","0,124370",1.77,2,0.443,1.77,1.55,0.12437,58,True,False,116,58,58
L0_iii.7.8; Q0_iii.7.4,Yes,Template drift,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,"0,89",,,,,,"0,76",,,,,,,,,,,,,,,,,,,"0,89",,,,,,"0,74",,,,,,,,,,,,,,,,,,,"0,78",,,,,,"0,49",,,,,,,,,,,,,,,,,2,"1,65","0,411","1,63","1,27","0,105150",1.65,2,0.411,1.63,1.27,0.10515,59,True,False,117,58,59
GS.2.3,No,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,"0,89",,,,,,,,,,,,,,,"0,66",,,,,,,,,,"0,89",,,,,,,,,,,,,,,"0,65",,,,,,,,,,"0,78",,,,,,,,,,,,,,,"0,49",,,,,,,,,,2,"1,54","0,386","1,54","1,27","0,112647",1.54,2,0.386,1.54,1.27,0.112647,60,False,True,118,59,59
L0_iii.7.5; M0_ii.7.4,Yes,Contextual misfit,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,"0,89",,,,,,,,,,,"0,66",,,,,,,,,,,,,,"0,89",,,,,,,,,,,"0,65",,,,,,,,,,,,,,"0,78",,,,,,,,,,,"0,49",,,,,,,,,,,,2,"1,54","0,386","1,54","1,27","0,077325",1.54,2,0.386,1.54,1.27,0.077325,60,True,False,119,59,60
Q0_ii.10.4; Q0_iii.10.3,Yes,Template drift,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,76","0,76",,,,,,,,,,,,,,,,,,,,,,,,"0,74","0,74",,,,,,,,,,,,,,,,,,,,,,,,"0,49","0,49",,,,,,,,,,,,,,,,,2,"1,52","0,379","1,48","0,98","0,085440",1.52,2,0.379,1.48,0.98,0.08544,61,True,False,120,59,61
GS.4.6,No,,H.4.6,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,"0,76",,"0,76",,,,,,,,,,,,,,,,,,,,,,,"0,74",,"0,74",,,,,,,,,,,,,,,,,,,,,,,"0,49",,"0,49",,,,,,,,,,,,,,,,2,"1,52","0,379","1,48","0,98","0,104788",1.52,2,0.379,1.48,0.98,0.104788,61,False,True,121,60,61
Q0_iii.2.4; M0_ii.2.4,Yes,Scope misalignment,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,"0,76",,,,,"0,66",,,,,,,,,,,,,,,,,,,,"0,74",,,,,"0,65",,,,,,,,,,,,,,,,,,,,"0,49",,,,,"0,49",,,,,,,,,,,,2,"1,42","0,354","1,39","0,98","0,050247",1.42,2,0.354,1.39,0.98,0.050247,62,True,False,122,60,62
M0.2.4; M0_iii.2.5,Yes,Architectural infeasibility,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,"0,66",,"0,66",,,,,,,,,,,,,,,,,,,,,,,"0,65",,"0,65",,,,,,,,,,,,,,,,,,,,,,,"0,49",,"0,49",,,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,064107",1.32,2,0.329,1.31,0.98,0.064107,63,True,False,123,60,63
M0.2.2; M0_ii.2.3; M2.2.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,66","0,66",,,,,,,,,,,,,,,,,,,,,,,,"0,65","0,65",,,,,,,,,,,,,,,,,,,,,,,,"0,49","0,49",,,,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,055992",1.32,2,0.329,1.31,0.98,0.055992,63,True,False,124,60,64
M0.5.3; M0_iii.5.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,"0,66",,"0,66",,,,,,,,,,,,,,,,,,,,,,,"0,65",,"0,65",,,,,,,,,,,,,,,,,,,,,,,"0,49",,"0,49",,,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,064107",1.32,2,0.329,1.31,0.98,0.064107,63,True,False,125,60,65
M0_ii.3.2; M0_iv.3.2,Yes,Scope misalignment,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,"0,66",,"0,66",,,,,,,,,,,,,,,,,,,,,,,"0,65",,"0,65",,,,,,,,,,,,,,,,,,,,,,,"0,49",,"0,49",,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,041770",1.32,2,0.329,1.31,0.98,0.04177,63,True,False,126,60,66
M0_ii.3.3; M0_iv.3.3,Yes,Scope misalignment,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,"0,66",,"0,66",,,,,,,,,,,,,,,,,,,,,,,"0,65",,"0,65",,,,,,,,,,,,,,,,,,,,,,,"0,49",,"0,49",,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,041770",1.32,2,0.329,1.31,0.98,0.04177,63,True,False,127,60,67
M0_ii.8.2; M0_iii.8.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,66","0,66",,,,,,,,,,,,,,,,,,,,,,,,"0,65","0,65",,,,,,,,,,,,,,,,,,,,,,,,"0,49","0,49",,,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,030537",1.32,2,0.329,1.31,0.98,0.030537,63,True,False,128,60,68
GS.5.5,No,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,"0,66",,,"0,66",,,,,,,,,,,,,,,,,,,,,,"0,65",,,"0,65",,,,,,,,,,,,,,,,,,,,,,"0,49",,,"0,49",,,,,,,,,,2,"1,32","0,329","1,31","0,98","0,075340",1.32,2,0.329,1.31,0.98,0.07534,63,False,True,129,61,68
L0_ii.2.3,Yes,Scope misalignment,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,058256",0.89,1,0.222,0.89,0.78,0.058256,64,True,False,130,61,69
GS.2.2,No,,H.2.2,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,066114",0.89,1,0.222,0.89,0.78,0.066114,64,False,True,131,62,69
GS.10.4,No,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,082088",0.89,1,0.222,0.89,0.78,0.082088,64,False,True,132,63,69
L0_iv.10.5,Yes,Template drift,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,066242",0.89,1,0.222,0.89,0.78,0.066242,64,True,False,133,63,70
L0_ii.7.2,Yes,Template drift,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,058256",0.89,1,0.222,0.89,0.78,0.058256,64,True,False,134,63,71
GS.7.9,No,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,066114",0.89,1,0.222,0.89,0.78,0.066114,64,False,True,135,64,71
L0_ii.6.2,Yes,Template drift,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,058256",0.89,1,0.222,0.89,0.78,0.058256,64,True,False,136,64,72
GS.4.9,No,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,082088",0.89,1,0.222,0.89,0.78,0.082088,64,False,True,137,65,72
L0_iii.7.2,Yes,Contextual misfit,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,066114",0.89,1,0.222,0.89,0.78,0.066114,64,True,False,138,65,73
L0_iii.8.5,Yes,Template drift,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1,"0,89","0,222","0,89","0,78","0,066114",0.89,1,0.222,0.89,0.78,0.066114,64,True,False,139,65,74
Q0.4.2,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,140,65,75
Q0.4.7,Yes,Contextual misfit,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,141,65,76
Q0.10.2,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,142,65,77
Q0.10.3,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,143,65,78
Q0.9.4,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,144,65,79
Q0_ii.9.4,Yes,Template drift,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,046404",0.76,1,0.19,0.74,0.49,0.046404,65,True,False,145,65,80
Q0.10.7,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,146,65,81
Q0.3.8,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,147,65,82
Q0_ii.3.3,Yes,Contextual misfit,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,046404",0.76,1,0.19,0.74,0.49,0.046404,65,True,False,148,65,83
Q0.3.2,Yes,Contextual misfit,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,149,65,84
GS.1.2,No,,H.1.2,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,058384",0.76,1,0.19,0.74,0.49,0.058384,65,False,True,150,66,84
Q0.3.7,Yes,Contextual misfit,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,151,66,85
Q0_iii.3.5,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,152,66,86
Q0_iii.3.4,Yes,Template drift,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,153,66,87
Q0_iii.3.6,Yes,Architectural infeasibility,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,154,66,88
Q0.3.9,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,155,66,89
Q0.10.5,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,156,66,90
Q0_iii.10.2,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,157,66,91
Q0_iii.4.3,Yes,Scope misalignment,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,158,66,92
Q0.4.11,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,159,66,93
Q0_iii.4.4,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,160,66,94
Q0_ii.4.2,Yes,Template drift,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,046404",0.76,1,0.19,0.74,0.49,0.046404,65,True,False,161,66,95
Q0.4.12,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,162,66,96
Q0.10.6,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,032545",0.76,1,0.19,0.74,0.49,0.032545,65,True,False,163,66,97
Q0_iii.7.2,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1,"0,76","0,190","0,74","0,49","0,039036",0.76,1,0.19,0.74,0.49,0.039036,65,True,False,164,66,98
GS.6.3,No,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,044781",0.66,1,0.165,0.65,0.49,0.044781,66,False,True,165,67,98
M0_iii.2.4,Yes,Scope misalignment,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,019326",0.66,1,0.165,0.65,0.49,0.019326,66,True,False,166,67,99
M0_iii.4.2,Yes,Template drift,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,019326",0.66,1,0.165,0.65,0.49,0.019326,66,True,False,167,67,100
M0.2.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,044781",0.66,1,0.165,0.65,0.49,0.044781,66,True,False,168,67,101
M0_ii.2.5,Yes,Scope misalignment,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,011211",0.66,1,0.165,0.65,0.49,0.011211,66,True,False,169,67,102
M0_iii.2.2,Yes,Scope misalignment,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,019326",0.66,1,0.165,0.65,0.49,0.019326,66,True,False,170,67,103
M0.3.4,Yes,Template drift,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,044781",0.66,1,0.165,0.65,0.49,0.044781,66,True,False,171,67,104
GS.10.9,No,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,044781",0.66,1,0.165,0.65,0.49,0.044781,66,False,True,172,68,104
M0_iii.8.3,Yes,Template drift,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,019326",0.66,1,0.165,0.65,0.49,0.019326,66,True,False,173,68,105
M0_iv.8.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,1,"0,66","0,165","0,65","0,49","0,030559",0.66,1,0.165,0.65,0.49,0.030559,66,True,False,174,68,106
