#,Hall.,H. Type,Unnamed: 3,L0,L0_ii,L0_iii,L0_iv,L1,L2,Q0,Q0_ii,Q0_iii,Q0_iv,Q1,Q2,M0,M0_ii,M0_iii,M0_iv,M1,M2,G0,G0_ii,G0_iii,G0_iv,G1,G2,Unnamed: 28,L0.1,L0_ii.1,L0_iii.1,L0_iv.1,L1.1,L2.1,Q0.1,Q0_ii.1,Q0_iii.1,Q0_iv.1,Q1.1,Q2.1,M0.1,M0_ii.1,M0_iii.1,M0_iv.1,M1.1,M2.1,G0.1,G0_ii.1,G0_iii.1,G0_iv.1,G1.1,G2.1,Unnamed: 53,L0.2,L0_ii.2,L0_iii.2,L0_iv.2,L1.2,L2.2,Q0.2,Q0_ii.2,Q0_iii.2,Q0_iv.2,Q1.2,Q2.2,M0.2,M0_ii.2,M0_iii.2,M0_iv.2,M1.2,M2.2,G0.2,G0_ii.2,G0_iii.2,G0_iv.2,G1.2,G2.2,Unnamed: 78,L0.3,L0_ii.3,L0_iii.3,L0_iv.3,L1.3,L2.3,Q0.3,Q0_ii.3,Q0_iii.3,Q0_iv.3,Q1.3,Q2.3,M0.3,M0_ii.3,M0_iii.3,M0_iv.3,M1.3,M2.3,G0.3,G0_ii.3,G0_iii.3,G0_iv.3,G1.3,G2.3,Unnamed: 103,Support,Prec. Macro,Prec. Macro Balanced,Prec. Micro A,Prec. Micro B,Optimal numeric,E1_score,E2_score,E3_score,E4_score,E5_score,E6_score,Rank,is_hall,is_real,k,cum_covered,cum_hall
M1.10.3; M2.10.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,75","0,61",,,,,,,,,,,,,,,,,,,,,,,,"0,75","0,61",,,,,,,,,,,,,,,,,,,,,,,,"0,75","0,61",,,,,,,,2,"1,36","1,356","1,36","1,36","0,064726",1.36,2,1.356,1.36,1.36,0.064726,35,True,False,42,35,7
M1.10.5; M2.10.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,75","0,61",,,,,,,,,,,,,,,,,,,,,,,,"0,75","0,61",,,,,,,,,,,,,,,,,,,,,,,,"0,75","0,61",,,,,,,,2,"1,36","1,356","1,36","1,36","0,064726",1.36,2,1.356,1.36,1.36,0.064726,35,True,False,43,35,8
L0_iii.2.5; L1.2.1. M0_ii.2.2; M0_iii.2.3,Yes,Scope misalignment,,,,X,,X,,,,,,,,,X,X,,,,,,,,,,,,,"0,89",,"0,80",,,,,,,,,"0,66","0,66",,,,,,,,,,,,,"0,89",,"0,80",,,,,,,,,"0,65","0,65",,,,,,,,,,,,,"0,78",,"0,80",,,,,,,,,"0,49","0,49",,,,,,,,,,,4,"3,00","1,351","3,00","2,56","0,145425",3.0,4,1.351,3.0,2.56,0.145425,36,True,False,44,35,9
G1.3.5; G2.3.5,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,"0,60","0,74",,,,,,,,,,,,,,,,,,,,,,,,"0,60","0,74",,,,,,,,,,,,,,,,,,,,,,,,"0,60","0,74",,2,"1,34","1,337","1,34","1,34","0,047642",1.34,2,1.337,1.34,1.34,0.047642,37,True,False,45,35,10
GS.9.8,No,,,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,"0,89","0,89",,,,,,,,,,,,,,,,"0,85",,,,,,,,"0,89","0,89",,,,,,,,,,,,,,,,"0,84",,,,,,,,"0,78","0,78",,,,,,,,,,,,,,,,"0,68",,,,,,,3,"2,63","1,298","2,62","2,23","0,166033",2.63,3,1.298,2.62,2.23,0.166033,38,False,True,46,36,10
GS.10.6,No,,,,,X,,,X,,,,,,,X,,,,,,,,,,,,,,,"0,89",,,"0,89",,,,,,,"0,66",,,,,,,,,,,,,,,"0,89",,,"0,89",,,,,,,"0,65",,,,,,,,,,,,,,,"0,78",,,"0,89",,,,,,,"0,49",,,,,,,,,,,,,3,"2,44","1,279","2,43","2,16","0,165286",2.44,3,1.279,2.43,2.16,0.165286,39,False,True,47,37,10
GS.9.2,No,,H.9.2,X,X,X,X,,,X,,,,,,P,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,"0,76",,,,,,"0,66",,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,"0,74",,,,,,"0,65",,,,,,,,,,,,,"0,78","0,78","0,78","0,78",,,"0,49",,,,,,"0,49",,,,,,,,,,,,,6,"4,96","1,241","4,94","4,09","0,350026",4.96,6,1.241,4.94,4.09,0.350026,40,False,True,48,38,10
M0.2.1; M0_ii.2.1; M0_iii.2.1,Yes,Scope misalignment,,,,,,,,,,,,,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,"0,66","0,66","0,66",,,"0,61",,,,,,,,,,,,,,,,,,,,"0,65","0,65","0,65",,,"0,61",,,,,,,,,,,,,,,,,,,,"0,49","0,49","0,49",,,"0,61",,,,,,,,4,"2,58","1,100","2,57","2,08","0,101627",2.58,4,1.1,2.57,2.08,0.101627,41,True,False,49,38,11
GS.4.18,No,,,,,,,,,,,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,"0,76",,"0,72",,,"0,66",,,,,,,,,,,,,,,,,,,,"0,74",,"0,72",,,"0,65",,,,,,,,,,,,,,,,,,,,"0,49",,"0,72",,,"0,49",,,,,,,,,,,3,"2,14","1,078","2,12","1,71","0,114504",2.14,3,1.078,2.12,1.71,0.114504,42,False,True,50,39,11
Q0.10.4; Q1.10.4,Yes,Template drift,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,"0,76",,,,"0,75",,,,,,,,,,,,,,,,,,,,,"0,74",,,,"0,75",,,,,,,,,,,,,,,,,,,,,"0,49",,,,"0,75",,,,,,,,,,,,,,,2,"1,51","0,940","1,49","1,24","0,059986",1.51,2,0.94,1.49,1.24,0.059986,43,True,False,51,39,12
M0_ii.8.5; M1.8.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,"0,66",,,"0,75",,,,,,,,,,,,,,,,,,,,,,"0,65",,,"0,75",,,,,,,,,,,,,,,,,,,,,,"0,49",,,"0,75",,,,,,,,,2,"1,41","0,915","1,40","1,24","0,049628",1.41,2,0.915,1.4,1.24,0.049628,44,True,False,52,39,13
Q0_iv.4.4; Q2.4.1,Yes,Scope misalignment,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,"0,76",,"0,72",,,,,,,,,,,,,,,,,,,,,,,"0,74",,"0,72",,,,,,,,,,,,,,,,,,,,,,,"0,49",,"0,72",,,,,,,,,,,,,,2,"1,48","0,914","1,46","1,22","0,095178",1.48,2,0.914,1.46,1.22,0.095178,45,True,False,53,39,14
L2.1.2,Yes,Scope misalignment,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,True,False,54,39,15
L2.3.2,Yes,Template drift,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,True,False,55,39,16
GS.10.7,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,False,True,56,40,16
GS.5.4,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,False,True,57,41,16
GS.4.14,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,False,True,58,42,16
L2.10.2,Yes,Template drift,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,True,False,59,42,17
GS.9.5,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1,"0,89","0,893","0,89","0,89","0,054391",0.89,1,0.893,0.89,0.89,0.054391,46,False,True,60,43,17
GS.9.4,No,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,78","0,78","0,78","0,78",,,,,,,,,,,,,,,,,,,,,,4,"3,55","0,887","3,55","3,10","0,272700",3.55,4,0.887,3.55,3.1,0.2727,47,False,True,61,44,17
GS.10.11,No,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,78","0,78","0,78","0,78",,,,,,,,,,,,,,,,,,,,,,4,"3,55","0,887","3,55","3,10","0,272700",3.55,4,0.887,3.55,3.1,0.2727,47,False,True,62,45,17
GS.6.2,No,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,78","0,78","0,78","0,78",,,,,,,,,,,,,,,,,,,,,,4,"3,55","0,887","3,55","3,10","0,272700",3.55,4,0.887,3.55,3.1,0.2727,47,False,True,63,46,17
GS.8.2,No,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,89","0,89","0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,78","0,78","0,78","0,78",,,,,,,,,,,,,,,,,,,,,,4,"3,55","0,887","3,55","3,10","0,272700",3.55,4,0.887,3.55,3.1,0.2727,47,False,True,64,47,17
GS.4.11,No,,,X,,,,,,,,,,,,X,X,X,X,,,,,,,,,,"0,89",,,,,,,,,,,,"0,66","0,66","0,66","0,66",,,,,,,,,,"0,89",,,,,,,,,,,,"0,65","0,65","0,65","0,65",,,,,,,,,,"0,78",,,,,,,,,,,,"0,49","0,49","0,49","0,49",,,,,,,,,,5,"3,52","0,880","3,50","2,74","0,187965",3.52,5,0.88,3.5,2.74,0.187965,48,False,True,65,48,17
G0_iv.3.3,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1,"0,85","0,855","0,84","0,68","0,040040",0.85,1,0.855,0.84,0.68,0.04004,49,True,False,66,48,18
G0_iii.3.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,1,"0,85","0,855","0,84","0,68","0,040916",0.85,1,0.855,0.84,0.68,0.040916,49,True,False,67,48,19
G0.4.1,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1,"0,85","0,855","0,84","0,68","0,041663",0.85,1,0.855,0.84,0.68,0.041663,49,True,False,68,48,20
G0_iv.5.1,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1,"0,85","0,855","0,84","0,68","0,040040",0.85,1,0.855,0.84,0.68,0.04004,49,True,False,69,48,21
G0_iii.2.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,1,"0,85","0,855","0,84","0,68","0,040916",0.85,1,0.855,0.84,0.68,0.040916,49,True,False,70,48,22
G0.2.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1,"0,85","0,855","0,84","0,68","0,041663",0.85,1,0.855,0.84,0.68,0.041663,49,True,False,71,48,23
G0_iv.4.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1,"0,85","0,855","0,84","0,68","0,040040",0.85,1,0.855,0.84,0.68,0.04004,49,True,False,72,48,24
G0_iv.10.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1,"0,85","0,855","0,84","0,68","0,040040",0.85,1,0.855,0.84,0.68,0.04004,49,True,False,73,48,25
G0_iii.10.1,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,1,"0,85","0,855","0,84","0,68","0,040916",0.85,1,0.855,0.84,0.68,0.040916,49,True,False,74,48,26
G0.4.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1,"0,85","0,855","0,84","0,68","0,041663",0.85,1,0.855,0.84,0.68,0.041663,49,True,False,75,48,27
G0_iv.5.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1,"0,85","0,855","0,84","0,68","0,040040",0.85,1,0.855,0.84,0.68,0.04004,49,True,False,76,48,28
G0.6.3,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1,"0,85","0,855","0,84","0,68","0,041663",0.85,1,0.855,0.84,0.68,0.041663,49,True,False,77,48,29
L1.10.2,Yes,Template drift,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1,"0,80","0,800","0,80","0,80","0,048774",0.8,1,0.8,0.8,0.8,0.048774,50,True,False,78,48,30
L1.1.3,Yes,Scope misalignment,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1,"0,80","0,800","0,80","0,80","0,048774",0.8,1,0.8,0.8,0.8,0.048774,50,True,False,79,48,31
GS.7.8,No,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1,"0,80","0,800","0,80","0,80","0,048774",0.8,1,0.8,0.8,0.8,0.048774,50,False,True,80,49,31
GS.7.7,No,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1,"0,80","0,800","0,80","0,80","0,048774",0.8,1,0.8,0.8,0.8,0.048774,50,False,True,81,50,31
GS.4.17,No,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,76","0,76","0,76","0,76",,,,,,,,,,,,,,,,,,,,,,"0,74","0,74","0,74","0,74",,,,,,,,,,,,,,,,,,,,,,"0,49","0,49","0,49","0,49",,,,,,,,,,,,,,,,4,"3,04","0,759","2,96","1,97","0,176369",3.04,4,0.759,2.96,1.97,0.176369,51,False,True,82,51,31
GS.4.16,No,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,76","0,76","0,76","0,76",,,,,,,,,,,,,,,,,,,,,,"0,74","0,74","0,74","0,74",,,,,,,,,,,,,,,,,,,,,,"0,49","0,49","0,49","0,49",,,,,,,,,,,,,,,,4,"3,04","0,759","2,96","1,97","0,176369",3.04,4,0.759,2.96,1.97,0.176369,51,False,True,83,52,31
GS.4.15,No,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,"0,76","0,76","0,76","0,76",,,,,,,,,,,,,,,,,,,,,,"0,74","0,74","0,74","0,74",,,,,,,,,,,,,,,,,,,,,,"0,49","0,49","0,49","0,49",,,,,,,,,,,,,,,,4,"3,04","0,759","2,96","1,97","0,176369",3.04,4,0.759,2.96,1.97,0.176369,51,False,True,84,53,31
Q1.3.6,Yes,Scope misalignment,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,1,"0,75","0,750","0,75","0,75","0,027441",0.75,1,0.75,0.75,0.75,0.027441,52,True,False,85,53,32
Q1.10.3,Yes,Template drift,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,1,"0,75","0,750","0,75","0,75","0,027441",0.75,1,0.75,0.75,0.75,0.027441,52,True,False,86,53,33
M1.10.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,1,"0,75","0,750","0,75","0,75","0,038417",0.75,1,0.75,0.75,0.75,0.038417,52,True,False,87,53,34
GS.3.8,No,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,1,"0,75","0,750","0,75","0,75","0,038417",0.75,1,0.75,0.75,0.75,0.038417,52,False,True,88,54,34
G2.10.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,1,"0,74","0,737","0,74","0,74","0,026693",0.74,1,0.737,0.74,0.74,0.026693,53,True,False,89,54,35
G2.9.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,1,"0,74","0,737","0,74","0,74","0,026693",0.74,1,0.737,0.74,0.74,0.026693,53,True,False,90,54,36
Q2.4.2,Yes,Scope misalignment,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,True,False,91,54,37
GS.9.7,No,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,False,True,92,55,37
Q2.10.4,Yes,Template drift,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,True,False,93,55,38
Q2.9.6,Yes,Architectural infeasibility,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,True,False,94,55,39
GS.10.8,No,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,False,True,95,56,39
Q2.9.2,Yes,Architectural infeasibility,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,True,False,96,56,40
Q2.10.5,Yes,Template drift,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1,"0,72","0,724","0,72","0,72","0,036794",0.72,1,0.724,0.72,0.72,0.036794,54,True,False,97,56,41
GS.7.6,No,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,"0,89",,"0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,89",,"0,89","0,89",,,,,,,,,,,,,,,,,,,,,,"0,78",,"0,78","0,78",,,,,,,,,,,,,,,,,,,,,,3,"2,66","0,665","2,66","2,33","0,214444",2.66,3,0.665,2.66,2.33,0.214444,55,False,True,98,57,41
M2.10.5,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,99,57,42
M2.8.5,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,100,57,43
M2.2.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,101,57,44
M2.2.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,102,57,45
M2.2.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,103,57,46
M2.2.5,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,104,57,47
M2.8.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1,"0,61","0,606","0,61","0,61","0,026309",0.61,1,0.606,0.61,0.61,0.026309,56,True,False,105,57,48
G1.10.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,106,57,49
G1.9.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1,"0,60","0,600","0,60","0,60","0,020949",0.6,1,0.6,0.6,0.6,0.020949,57,True,False,107,57,50
